year,occupancy_date,overnight_service_type,service_user_count,capacity_type,capacity_actual_bed,occupancy_rate_beds,capacity_actual_room,occupancy_rate_rooms
2024,2024-02-05,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-02-05,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-02-05,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-02-05,Shelter,39,Bed Based Capacity,39,100,NA,NA
2024,2024-02-05,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-05,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-02-05,Motel/Hotel Shelter,30,Room Based Capacity,NA,NA,30,100
2024,2024-02-05,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-05,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-02-05,Shelter,204,Room Based Capacity,NA,NA,72,98.61
2024,2024-02-05,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-02-05,Shelter,80,Room Based Capacity,NA,NA,27,96.3
2024,2024-02-05,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-02-05,Motel/Hotel Shelter,95,Room Based Capacity,NA,NA,53,100
2024,2024-02-05,Shelter,76,Bed Based Capacity,76,100,NA,NA
2024,2024-02-05,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-02-05,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-02-05,Motel/Hotel Shelter,95,Room Based Capacity,NA,NA,54,100
2024,2024-02-05,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-02-05,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-02-05,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-02-05,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-02-05,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-05,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-02-05,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-02-05,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-02-05,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-02-05,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-02-05,Shelter,90,Room Based Capacity,NA,NA,27,100
2024,2024-02-05,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-02-05,Shelter,25,Bed Based Capacity,25,100,NA,NA
2024,2024-02-05,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-02-05,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-02-05,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-05,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-02-05,Shelter,26,Bed Based Capacity,33,78.79,NA,NA
2024,2024-02-05,Shelter,17,Bed Based Capacity,20,85,NA,NA
2024,2024-02-05,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-02-05,Shelter,39,Bed Based Capacity,41,95.12,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,648,Room Based Capacity,NA,NA,149,100
2024,2024-02-06,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-02-06,Shelter,7,Bed Based Capacity,8,87.5,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,201,Room Based Capacity,NA,NA,67,100
2024,2024-02-06,Motel/Hotel Shelter,505,Room Based Capacity,NA,NA,160,100
2024,2024-02-06,Motel/Hotel Shelter,157,Room Based Capacity,NA,NA,145,100
2024,2024-02-06,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-02-06,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-02-06,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-06,Warming Centre,23,Bed Based Capacity,23,100,NA,NA
2024,2024-02-06,Shelter,73,Room Based Capacity,NA,NA,30,100
2024,2024-02-06,Shelter,216,Room Based Capacity,NA,NA,62,100
2024,2024-02-06,Motel/Hotel Shelter,23,Room Based Capacity,NA,NA,12,100
2024,2024-02-06,Motel/Hotel Shelter,81,Room Based Capacity,NA,NA,81,100
2024,2024-02-06,Motel/Hotel Shelter,25,Room Based Capacity,NA,NA,15,100
2024,2024-02-06,Motel/Hotel Shelter,77,Room Based Capacity,NA,NA,77,100
2024,2024-02-06,Shelter,14,Bed Based Capacity,18,77.78,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,102,Room Based Capacity,NA,NA,102,100
2024,2024-02-06,Shelter,157,Room Based Capacity,NA,NA,44,100
2024,2024-02-06,Motel/Hotel Shelter,127,Room Based Capacity,NA,NA,44,100
2024,2024-02-06,Motel/Hotel Shelter,48,Room Based Capacity,NA,NA,19,100
2024,2024-02-06,Shelter,64,Bed Based Capacity,68,94.12,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,63,98.41
2024,2024-02-06,Shelter,47,Bed Based Capacity,48,97.92,NA,NA
2024,2024-02-06,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-02-06,Shelter,77,Room Based Capacity,NA,NA,31,100
2024,2024-02-06,Warming Centre,46,Bed Based Capacity,48,95.83,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,157,Room Based Capacity,NA,NA,143,99.3
2024,2024-02-06,Isolation/Recovery Site,3,Room Based Capacity,NA,NA,3,100
2024,2024-02-06,Shelter,93,Bed Based Capacity,93,100,NA,NA
2024,2024-02-06,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-02-06,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-02-06,Shelter,121,Bed Based Capacity,121,100,NA,NA
2024,2024-02-06,Shelter,35,Bed Based Capacity,36,97.22,NA,NA
2024,2024-02-06,Shelter,18,Bed Based Capacity,19,94.74,NA,NA
2024,2024-02-06,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-02-06,Shelter,104,Bed Based Capacity,104,100,NA,NA
2024,2024-02-06,Shelter,34,Bed Based Capacity,35,97.14,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,63,Room Based Capacity,NA,NA,65,93.85
2024,2024-02-06,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-02-06,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-06,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-02-06,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-06,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,148,Bed Based Capacity,148,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,81,Room Based Capacity,NA,NA,78,100
2024,2024-02-06,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-02-06,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-06,Warming Centre,14,Bed Based Capacity,18,77.78,NA,NA
2024,2024-02-06,Shelter,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-06,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-02-06,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-02-06,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-02-06,Shelter,36,Bed Based Capacity,37,97.3,NA,NA
2024,2024-02-06,Shelter,24,Bed Based Capacity,26,92.31,NA,NA
2024,2024-02-06,24-Hour Women's Drop-in,51,Bed Based Capacity,52,98.08,NA,NA
2024,2024-02-06,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-02-06,Shelter,70,Bed Based Capacity,70,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,280,Room Based Capacity,NA,NA,266,100
2024,2024-02-06,24-Hour Respite Site,70,Bed Based Capacity,70,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,147,Bed Based Capacity,150,98,NA,NA
2024,2024-02-06,24-Hour Respite Site,59,Bed Based Capacity,59,100,NA,NA
2024,2024-02-06,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-02-06,Shelter,26,Bed Based Capacity,26,100,NA,NA
2024,2024-02-06,Shelter,24,Bed Based Capacity,25,96,NA,NA
2024,2024-02-06,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-02-06,Shelter,4,Bed Based Capacity,5,80,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-02-06,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-02-06,Shelter,110,Bed Based Capacity,110,100,NA,NA
2024,2024-02-06,Shelter,34,Bed Based Capacity,34,100,NA,NA
2024,2024-02-06,Shelter,66,Bed Based Capacity,66,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,73,Bed Based Capacity,73,100,NA,NA
2024,2024-02-06,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-02-06,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-02-06,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-02-06,Alternative Space Protocol,5,Bed Based Capacity,5,100,NA,NA
2024,2024-02-06,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,382,Room Based Capacity,NA,NA,321,100
2024,2024-02-06,24-Hour Respite Site,38,Bed Based Capacity,38,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,354,Room Based Capacity,NA,NA,177,100
2024,2024-02-06,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-02-06,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-02-06,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-02-06,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-02-06,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-06,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-02-06,Shelter,16,Bed Based Capacity,17,94.12,NA,NA
2024,2024-02-06,Shelter,11,Bed Based Capacity,12,91.67,NA,NA
2024,2024-02-06,Shelter,11,Bed Based Capacity,15,73.33,NA,NA
2024,2024-02-06,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-02-06,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-02-06,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-02-06,Shelter,39,Bed Based Capacity,39,100,NA,NA
2024,2024-02-06,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,30,Room Based Capacity,NA,NA,30,100
2024,2024-02-06,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-02-06,Shelter,202,Room Based Capacity,NA,NA,70,100
2024,2024-02-06,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-02-06,Shelter,77,Room Based Capacity,NA,NA,27,92.59
2024,2024-02-06,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,95,Room Based Capacity,NA,NA,53,100
2024,2024-02-06,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,130,Room Based Capacity,NA,NA,130,100
2024,2024-02-06,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-02-06,Motel/Hotel Shelter,95,Room Based Capacity,NA,NA,54,100
2024,2024-02-06,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-02-06,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-02-06,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-02-06,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-06,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-02-06,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-02-06,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-02-06,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-02-06,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-02-06,Shelter,90,Room Based Capacity,NA,NA,27,100
2024,2024-02-06,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-02-06,Shelter,25,Bed Based Capacity,25,100,NA,NA
2024,2024-02-06,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-02-06,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-02-06,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-06,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-02-06,Shelter,26,Bed Based Capacity,33,78.79,NA,NA
2024,2024-02-06,Shelter,17,Bed Based Capacity,20,85,NA,NA
2024,2024-02-06,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-02-06,Shelter,38,Bed Based Capacity,41,92.68,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,642,Room Based Capacity,NA,NA,149,99.33
2024,2024-02-07,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-02-07,Shelter,7,Bed Based Capacity,8,87.5,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,200,Room Based Capacity,NA,NA,67,100
2024,2024-02-07,Motel/Hotel Shelter,503,Room Based Capacity,NA,NA,159,100
2024,2024-02-07,Motel/Hotel Shelter,158,Room Based Capacity,NA,NA,146,100
2024,2024-02-07,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-02-07,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-02-07,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-07,Warming Centre,19,Bed Based Capacity,23,82.61,NA,NA
2024,2024-02-07,Shelter,73,Room Based Capacity,NA,NA,30,100
2024,2024-02-07,Shelter,218,Room Based Capacity,NA,NA,64,98.44
2024,2024-02-07,Motel/Hotel Shelter,22,Room Based Capacity,NA,NA,12,91.67
2024,2024-02-07,Motel/Hotel Shelter,81,Room Based Capacity,NA,NA,82,98.78
2024,2024-02-07,Motel/Hotel Shelter,25,Room Based Capacity,NA,NA,15,100
2024,2024-02-07,Motel/Hotel Shelter,77,Room Based Capacity,NA,NA,77,100
2024,2024-02-07,Shelter,14,Bed Based Capacity,18,77.78,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,102,Room Based Capacity,NA,NA,103,99.03
2024,2024-02-07,Shelter,160,Room Based Capacity,NA,NA,45,100
2024,2024-02-07,Motel/Hotel Shelter,132,Room Based Capacity,NA,NA,45,100
2024,2024-02-07,Motel/Hotel Shelter,48,Room Based Capacity,NA,NA,19,100
2024,2024-02-07,Shelter,66,Bed Based Capacity,68,97.06,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,63,98.41
2024,2024-02-07,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-02-07,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-02-07,Shelter,77,Room Based Capacity,NA,NA,32,96.88
2024,2024-02-07,Warming Centre,44,Bed Based Capacity,48,91.67,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,157,Room Based Capacity,NA,NA,143,100
2024,2024-02-07,Isolation/Recovery Site,4,Room Based Capacity,NA,NA,4,100
2024,2024-02-07,Shelter,93,Bed Based Capacity,93,100,NA,NA
2024,2024-02-07,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-02-07,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-02-07,Shelter,120,Bed Based Capacity,120,100,NA,NA
2024,2024-02-07,Shelter,35,Bed Based Capacity,36,97.22,NA,NA
2024,2024-02-07,Shelter,18,Bed Based Capacity,18,100,NA,NA
2024,2024-02-07,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-02-07,Shelter,104,Bed Based Capacity,104,100,NA,NA
2024,2024-02-07,Shelter,34,Bed Based Capacity,35,97.14,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,67,Room Based Capacity,NA,NA,65,98.46
2024,2024-02-07,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-02-07,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-07,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-02-07,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-07,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,149,Bed Based Capacity,149,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,80,Room Based Capacity,NA,NA,78,98.72
2024,2024-02-07,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-02-07,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-07,Shelter,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-07,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-02-07,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-02-07,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-02-07,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-02-07,Shelter,24,Bed Based Capacity,26,92.31,NA,NA
2024,2024-02-07,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-02-07,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-02-07,Shelter,70,Bed Based Capacity,70,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,281,Room Based Capacity,NA,NA,267,100
2024,2024-02-07,24-Hour Respite Site,68,Bed Based Capacity,70,97.14,NA,NA
2024,2024-02-07,24-Hour Respite Site,150,Bed Based Capacity,150,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,54,Bed Based Capacity,54,100,NA,NA
2024,2024-02-07,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-02-07,Shelter,26,Bed Based Capacity,26,100,NA,NA
2024,2024-02-07,Shelter,22,Bed Based Capacity,25,88,NA,NA
2024,2024-02-07,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-02-07,Shelter,4,Bed Based Capacity,5,80,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-02-07,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-02-07,Shelter,110,Bed Based Capacity,112,98.21,NA,NA
2024,2024-02-07,Shelter,34,Bed Based Capacity,34,100,NA,NA
2024,2024-02-07,Shelter,66,Bed Based Capacity,66,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,73,Bed Based Capacity,73,100,NA,NA
2024,2024-02-07,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-02-07,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-02-07,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-02-07,Alternative Space Protocol,5,Bed Based Capacity,5,100,NA,NA
2024,2024-02-07,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,381,Room Based Capacity,NA,NA,320,100
2024,2024-02-07,24-Hour Respite Site,38,Bed Based Capacity,38,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,354,Room Based Capacity,NA,NA,177,100
2024,2024-02-07,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-02-07,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-02-07,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-02-07,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-02-07,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-07,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-02-07,Shelter,17,Bed Based Capacity,17,100,NA,NA
2024,2024-02-07,Shelter,11,Bed Based Capacity,12,91.67,NA,NA
2024,2024-02-07,Shelter,13,Bed Based Capacity,15,86.67,NA,NA
2024,2024-02-07,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-02-07,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-02-07,Shelter,41,Bed Based Capacity,41,100,NA,NA
2024,2024-02-07,Shelter,39,Bed Based Capacity,39,100,NA,NA
2024,2024-02-07,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,30,Room Based Capacity,NA,NA,30,100
2024,2024-02-07,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-02-07,Shelter,205,Room Based Capacity,NA,NA,71,100
2024,2024-02-07,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-02-07,Shelter,77,Room Based Capacity,NA,NA,27,92.59
2024,2024-02-07,Shelter,86,Bed Based Capacity,86,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,96,Room Based Capacity,NA,NA,53,100
2024,2024-02-07,Shelter,76,Bed Based Capacity,76,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,130,Room Based Capacity,NA,NA,130,100
2024,2024-02-07,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-02-07,Motel/Hotel Shelter,95,Room Based Capacity,NA,NA,54,100
2024,2024-02-07,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-02-07,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-02-07,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-02-07,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-02-07,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-02-07,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-02-07,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-02-07,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-02-07,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-02-07,Shelter,90,Room Based Capacity,NA,NA,27,100
2024,2024-02-07,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-02-07,Shelter,25,Bed Based Capacity,25,100,NA,NA
2024,2024-02-07,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-02-07,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-02-07,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-07,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-02-07,Shelter,25,Bed Based Capacity,33,75.76,NA,NA
2024,2024-02-07,Shelter,17,Bed Based Capacity,20,85,NA,NA
2024,2024-02-07,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-02-07,Shelter,38,Bed Based Capacity,41,92.68,NA,NA
2024,2024-02-08,Motel/Hotel Shelter,642,Room Based Capacity,NA,NA,148,100
2024,2024-02-08,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-02-08,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-02-08,Motel/Hotel Shelter,202,Room Based Capacity,NA,NA,66,100
2024,2024-02-08,Motel/Hotel Shelter,498,Room Based Capacity,NA,NA,159,100
2024,2024-02-08,Motel/Hotel Shelter,159,Room Based Capacity,NA,NA,147,100
2024,2024-02-08,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-02-08,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-02-08,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-02-08,Warming Centre,10,Bed Based Capacity,23,43.48,NA,NA
2024,2024-02-08,Shelter,73,Room Based Capacity,NA,NA,30,100
2024,2024-02-08,Shelter,213,Room Based Capacity,NA,NA,64,95.31
2024,2024-02-08,Motel/Hotel Shelter,22,Room Based Capacity,NA,NA,11,100
2024,2024-02-08,Motel/Hotel Shelter,82,Room Based Capacity,NA,NA,82,100
2024,2024-02-08,Motel/Hotel Shelter,26,Room Based Capacity,NA,NA,15,100
2024,2024-02-08,Motel/Hotel Shelter,77,Room Based Capacity,NA,NA,77,100
2024,2024-02-08,Shelter,14,Bed Based Capacity,18,77.78,NA,NA
2024,2024-02-08,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-02-08,Shelter,157,Room Based Capacity,NA,NA,44,100
2024,2024-02-08,Motel/Hotel Shelter,140,Room Based Capacity,NA,NA,47,100
2024,2024-02-08,Motel/Hotel Shelter,48,Room Based Capacity,NA,NA,19,100
2024,2024-02-08,Shelter,63,Bed Based Capacity,68,92.65,NA,NA
2024,2024-02-08,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,63,98.41
2024,2024-02-08,Shelter,48,Bed Based Capacity,48,100,NA,NA
2024,2024-02-08,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-02-08,Shelter,79,Room Based Capacity,NA,NA,33,96.97
2024,2024-02-08,Warming Centre,40,Bed Based Capacity,48,83.33,NA,NA
2024,2024-02-08,Motel/Hotel Shelter,156,Room Based Capacity,NA,NA,143,100
2024,2024-02-08,Isolation/Recovery Site,3,Room Based Capacity,NA,NA,3,100
2024,2024-02-08,Shelter,93,Bed Based Capacity,93,100,NA,NA
2024,2024-02-08,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-02-08,Shelter,68,Bed Based Capacity,68,100,NA,NA
2024,2024-02-08,Shelter,121,Bed Based Capacity,121,100,NA,NA
2024,2024-02-08,Shelter,33,Bed Based Capacity,36,91.67,NA,NA
2024,2024-02-08,Shelter,18,Bed Based Capacity,18,100,NA,NA
2024,2024-02-08,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-02-08,Shelter,104,Bed Based Capacity,104,100,NA,NA
2024,2024-02-08,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-02-08,Motel/Hotel Shelter,67,Room Based Capacity,NA,NA,65,98.46
2024,2024-02-08,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-02-08,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-02-08,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-02-08,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-02-08,24-Hour Respite Site,29,Bed Based Capacity,30,96.67,NA,NA
2024,2024-02-08,Shelter,28,Bed Based Capacity,28,100,NA,NA
